Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/25/20,8/22/20,8/22/20,By week,New Jersey,Week-ending,35,"1,333",0.98,61,15,0,81,
9/25/20,8/29/20,8/29/20,By week,New Jersey,Week-ending,33,"1,312",0.96,76,11,0,98,
9/25/20,9/5/20,9/5/20,By week,New Jersey,Week-ending,31,"1,356",1.01,86,18,0,99,
9/25/20,9/12/20,9/12/20,By week,New Jersey,Week-ending,29,"1,219",0.93,64,17,0,76,
9/25/20,9/19/20,9/19/20,By week,New Jersey,Week-ending,12,407,0.3,20,,0,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,New Mexico,Week-ending,0,368,0.98,27,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,New Mexico,Week-ending,0,369,0.92,19,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,New Mexico,Week-ending,0,381,1.02,33,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,New Mexico,Week-ending,0,386,0.99,25,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,New Mexico,Week-ending,0,394,1.01,25,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,New Mexico,Week-ending,0,392,1.04,26,0,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,New Mexico,Week-ending,0,340,0.88,22,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,New Mexico,Week-ending,0,385,1.03,28,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,New Mexico,Week-ending,,360,1.02,24,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,New Mexico,Week-ending,,392,1.09,35,,0,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,New Mexico,Week-ending,22,402,1.07,40,11,0,51,
9/25/20,4/18/20,4/18/20,By week,New Mexico,Week-ending,34,414,1.19,46,19,0,61,
9/25/20,4/25/20,4/25/20,By week,New Mexico,Week-ending,47,401,1.12,38,17,0,68,
9/25/20,5/2/20,5/2/20,By week,New Mexico,Week-ending,74,416,1.17,46,36,0,84,
9/25/20,5/9/20,5/9/20,By week,New Mexico,Week-ending,66,430,1.19,42,22,0,86,
9/25/20,5/16/20,5/16/20,By week,New Mexico,Week-ending,64,461,1.35,36,15,0,85,
9/25/20,5/23/20,5/23/20,By week,New Mexico,Week-ending,42,390,1.21,37,18,0,61,
9/25/20,5/30/20,5/30/20,By week,New Mexico,Week-ending,50,422,1.26,37,25,0,62,
9/25/20,6/6/20,6/6/20,By week,New Mexico,Week-ending,36,441,1.26,32,17,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/13/20,6/13/20,By week,New Mexico,Week-ending,35,428,1.24,41,20,0,56,
9/25/20,6/20/20,6/20/20,By week,New Mexico,Week-ending,26,402,1.22,29,11,0,44,
9/25/20,6/27/20,6/27/20,By week,New Mexico,Week-ending,20,389,1.15,27,,0,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/4/20,7/4/20,By week,New Mexico,Week-ending,26,434,1.3,27,,0,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/11/20,7/11/20,By week,New Mexico,Week-ending,29,391,1.14,30,14,0,45,
9/25/20,7/18/20,7/18/20,By week,New Mexico,Week-ending,30,382,1.16,22,14,0,38,
9/25/20,7/25/20,7/25/20,By week,New Mexico,Week-ending,42,406,1.27,35,24,0,53,
9/25/20,8/1/20,8/1/20,By week,New Mexico,Week-ending,38,385,1.27,34,17,0,55,
9/25/20,8/8/20,8/8/20,By week,New Mexico,Week-ending,22,396,1.19,22,10,0,34,
9/25/20,8/15/20,8/15/20,By week,New Mexico,Week-ending,19,361,1.07,21,,0,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/22/20,8/22/20,By week,New Mexico,Week-ending,18,356,1.14,22,10,0,30,
9/25/20,8/29/20,8/29/20,By week,New Mexico,Week-ending,18,346,1.02,12,,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,New Mexico,Week-ending,,300,0.85,17,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/12/20,9/12/20,By week,New Mexico,Week-ending,,253,0.77,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/19/20,9/19/20,By week,New Mexico,Week-ending,,137,0.4,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,New York,Week-ending,0,"2,026",0.98,146,0,16,162,
9/25/20,2/8/20,2/8/20,By week,New York,Week-ending,0,"2,057",0.97,151,0,22,173,
9/25/20,2/15/20,2/15/20,By week,New York,Week-ending,0,"1,985",0.96,161,0,14,175,
9/25/20,2/22/20,2/22/20,By week,New York,Week-ending,,"2,031",0.97,157,0,27,185,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,New York,Week-ending,0,"2,161",1.07,163,0,18,181,
9/25/20,3/7/20,3/7/20,By week,New York,Week-ending,0,"2,071",1,164,0,23,187,
9/25/20,3/14/20,3/14/20,By week,New York,Week-ending,,"1,980",0.99,171,,19,190,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,New York,Week-ending,41,"2,127",1.05,215,20,16,252,
9/25/20,3/28/20,3/28/20,By week,New York,Week-ending,293,"2,541",1.29,427,178,15,555,
9/25/20,4/4/20,4/4/20,By week,New York,Week-ending,"1,124","3,765",1.94,950,630,15,"1,454",
9/25/20,4/11/20,4/11/20,By week,New York,Week-ending,"2,001","4,657",2.36,"1,329","1,045",12,"2,293",
9/25/20,4/18/20,4/18/20,By week,New York,Week-ending,"2,003","4,460",2.31,"1,257","1,011",,"2,252",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,New York,Week-ending,"1,591","3,736",1.96,967,758,,"1,801",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,New York,Week-ending,"1,133","3,127",1.64,676,510,,"1,300",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/9/20,5/9/20,By week,New York,Week-ending,879,"2,778",1.54,524,400,,"1,004",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/16/20,5/16/20,By week,New York,Week-ending,669,"2,504",1.37,431,298,0,802,
9/25/20,5/23/20,5/23/20,By week,New York,Week-ending,452,"2,240",1.2,330,196,,586,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/30/20,5/30/20,By week,New York,Week-ending,328,"2,109",1.2,244,127,0,445,
9/25/20,6/6/20,6/6/20,By week,New York,Week-ending,262,"1,966",1.07,224,119,0,367,
9/25/20,6/13/20,6/13/20,By week,New York,Week-ending,180,"1,893",1.02,183,76,0,287,
9/25/20,6/20/20,6/20/20,By week,New York,Week-ending,126,"1,890",1.03,155,45,0,236,
9/25/20,6/27/20,6/27/20,By week,New York,Week-ending,74,"1,923",1.05,149,29,0,194,
9/25/20,7/4/20,7/4/20,By week,New York,Week-ending,61,"1,871",1.01,140,20,0,181,
9/25/20,7/11/20,7/11/20,By week,New York,Week-ending,64,"1,871",1.05,136,18,0,182,
9/25/20,7/18/20,7/18/20,By week,New York,Week-ending,58,"1,832",1,140,22,0,176,
9/25/20,7/25/20,7/25/20,By week,New York,Week-ending,42,"1,799",1.02,124,15,0,151,
9/25/20,8/1/20,8/1/20,By week,New York,Week-ending,38,"1,858",1.04,111,,0,142,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/8/20,8/8/20,By week,New York,Week-ending,31,"1,858",1.04,127,14,0,144,
9/25/20,8/15/20,8/15/20,By week,New York,Week-ending,38,"1,809",1,116,14,0,140,
9/25/20,8/22/20,8/22/20,By week,New York,Week-ending,32,"1,864",1.05,114,10,0,136,
9/25/20,8/29/20,8/29/20,By week,New York,Week-ending,24,"1,789",1,93,,0,114,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,New York,Week-ending,29,"1,767",0.99,102,12,0,119,
9/25/20,9/12/20,9/12/20,By week,New York,Week-ending,25,"1,732",0.98,130,12,0,143,
9/25/20,9/19/20,9/19/20,By week,New York,Week-ending,19,"1,494",0.83,104,,0,118,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,New York City,Week-ending,0,"1,169",1.02,95,0,20,115,
9/25/20,2/8/20,2/8/20,By week,New York City,Week-ending,0,"1,170",0.98,101,0,18,119,
9/25/20,2/15/20,2/15/20,By week,New York City,Week-ending,0,"1,130",0.99,91,0,16,107,
9/25/20,2/22/20,2/22/20,By week,New York City,Week-ending,0,"1,093",1.02,77,0,10,87,
9/25/20,2/29/20,2/29/20,By week,New York City,Week-ending,0,"1,110",1.02,84,0,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,New York City,Week-ending,0,"1,113",1.01,93,0,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,New York City,Week-ending,,"1,135",1.04,105,,,114,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,New York City,Week-ending,124,"1,404",1.34,157,39,14,252,
9/25/20,3/28/20,3/28/20,By week,New York City,Week-ending,977,"2,800",2.72,607,367,47,"1,225",
9/25/20,4/4/20,4/4/20,By week,New York City,Week-ending,"3,305","6,292",6.11,"1,783","1,368",221,"3,729",
9/25/20,4/11/20,4/11/20,By week,New York City,Week-ending,"4,848","7,857",7.37,"2,148","1,855",329,"5,151",
9/25/20,4/18/20,4/18/20,By week,New York City,Week-ending,"3,906","5,898",5.8,"1,566","1,428",176,"4,047",
9/25/20,4/25/20,4/25/20,By week,New York City,Week-ending,"2,621","4,046",4.1,"1,151","1,053",78,"2,720",
9/25/20,5/2/20,5/2/20,By week,New York City,Week-ending,"1,723","2,845",2.82,757,671,10,"1,812",
9/25/20,5/9/20,5/9/20,By week,New York City,Week-ending,"1,050","2,073",2.11,481,408,,"1,124",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/16/20,5/16/20,By week,New York City,Week-ending,616,"1,603",1.56,307,241,0,682,
9/25/20,5/23/20,5/23/20,By week,New York City,Week-ending,413,"1,310",1.29,200,145,,469,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/30/20,5/30/20,By week,New York City,Week-ending,280,"1,164",1.23,150,98,0,332,
9/25/20,6/6/20,6/6/20,By week,New York City,Week-ending,196,"1,112",1.15,127,74,0,249,
9/25/20,6/13/20,6/13/20,By week,New York City,Week-ending,139,"1,098",1.11,108,45,,202,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/20/20,6/20/20,By week,New York City,Week-ending,89,987,0.98,94,34,0,149,
9/25/20,6/27/20,6/27/20,By week,New York City,Week-ending,71,"1,071",1.11,70,19,0,122,
9/25/20,7/4/20,7/4/20,By week,New York City,Week-ending,49,985,0.98,65,16,0,98,
9/25/20,7/11/20,7/11/20,By week,New York City,Week-ending,40,"1,024",1.06,74,15,0,99,
9/25/20,7/18/20,7/18/20,By week,New York City,Week-ending,50,965,0.99,75,17,0,108,
9/25/20,7/25/20,7/25/20,By week,New York City,Week-ending,44,"1,018",1.07,76,12,0,108,
9/25/20,8/1/20,8/1/20,By week,New York City,Week-ending,34,979,1,77,15,,97,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/8/20,8/8/20,By week,New York City,Week-ending,23,958,0.99,65,,0,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/15/20,8/15/20,By week,New York City,Week-ending,28,983,1,59,,0,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/22/20,8/22/20,By week,New York City,Week-ending,20,960,0.99,64,,0,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/29/20,8/29/20,By week,New York City,Week-ending,17,988,1.03,57,,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,New York City,Week-ending,23,959,0.99,63,,0,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/12/20,9/12/20,By week,New York City,Week-ending,11,916,0.94,64,,0,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/19/20,9/19/20,By week,New York City,Week-ending,17,804,0.8,46,,0,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,North Carolina,Week-ending,0,"1,984",1.02,123,0,16,139,
9/25/20,2/8/20,2/8/20,By week,North Carolina,Week-ending,0,"2,055",1.01,123,0,20,143,
9/25/20,2/15/20,2/15/20,By week,North Carolina,Week-ending,0,"2,061",1.03,141,0,27,168,
9/25/20,2/22/20,2/22/20,By week,North Carolina,Week-ending,0,"1,926",0.97,120,0,28,148,
9/25/20,2/29/20,2/29/20,By week,North Carolina,Week-ending,0,"1,970",1.02,115,0,32,147,
9/25/20,3/7/20,3/7/20,By week,North Carolina,Week-ending,,"2,034",1.04,109,0,25,135,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,North Carolina,Week-ending,0,"2,024",1.06,112,0,15,127,
9/25/20,3/21/20,3/21/20,By week,North Carolina,Week-ending,,"2,051",1.09,122,,27,149,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,North Carolina,Week-ending,11,"1,876",1,144,,15,161,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,North Carolina,Week-ending,44,"2,021",1.09,164,16,,201,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,North Carolina,Week-ending,61,"2,015",1.08,158,26,,196,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
